"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.12,0.65,0,0.04,1371.54,36,0.47
"2",2,0.04,0.04,0.04,0.04,0,2,0
"3",3,0.05,0.1,0.01,0.05,1.06,4,0
"4",4,0.12,0.21,0.01,0.11,79.88,6,0
"5",5,0.06,0.1,0.02,0.07,1.21,3,0
"6",6,0.09,0.09,0.09,0.09,0,2,0
"7",7,0.07,0.11,0.01,0.1,0.7,3,0
"8",8,0.04,0.04,0.04,0.04,0,2,0
"9",9,0.13,0.39,0,0.12,449.14,16,0.31
"10",10,0.11,0.2,0.03,0.1,63.11,5,0
"11",11,0.18,0.18,0.18,0.18,0,2,0
"12",12,0.2,0.92,0,0.18,1887.27,33,0.18
"13",13,0.07,0.07,0.07,0.07,0,2,0
"14",14,0.09,0.09,0.09,0.09,0,2,0
"15",15,0.22,0.51,0.02,0.23,391.42,9,0
"16",16,0.08,0.08,0.08,0.08,0,2,0
"17",17,0,0,0,0,0,2,0
"18",18,0.13,0.26,0,0.13,261.34,10,0
"19",19,0.33,0.61,0.01,0.44,243.34,8,0
