"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.39,0,0.06,344.79,14,0.21
"2",2,0.08,0.23,0,0.08,179.27,31,0.13
"3",3,0.13,0.28,0,0.13,85.95,6,0.17
"4",4,0.25,0.5,0.05,0.24,528,7,0
"5",5,0.07,0.15,0.01,0.03,17.55,5,0.4
"6",6,0.05,0.11,0,0.05,37.84,11,0.91
"7",7,0.11,0.11,0.11,0.11,0,2,0
"8",8,0.14,1.08,0,0.06,2427.5,35,0.4
"9",9,0.28,0.63,0.02,0.27,784.77,9,0
"10",10,0.19,0.31,0.08,0.22,140.13,4,0
"11",11,0.06,0.08,0.02,0.07,6.36,3,0
