"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.02,0.02,0.02,0.02,1.9,3,0
"2",2,0.05,0.08,0,0.08,0.84,3,0
"3",3,0.11,0.3,0.01,0.08,55.07,6,0.17
"4",4,0.22,0.32,0.15,0.18,67.13,3,0
"5",5,0.08,0.08,0.08,0.08,0,2,0
"6",6,0.56,0.93,0,0.92,10.38,5,0
"7",7,0.06,0.09,0.02,0.07,3.11,3,0
"8",8,0.11,0.14,0.06,0.11,27.61,3,0
"9",9,0.01,0.02,0,0.02,0.31,3,1
"10",10,0.22,0.35,0.16,0.18,223.13,4,0
"11",11,0.21,0.44,0.03,0.17,60.77,5,0
"12",12,0,0,0,0,0,2,0
