"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.13,0.2,0.08,0.12,15.12,3,0
"2",2,0.03,0.08,0.01,0.03,9.29,7,0.14
"3",3,0.05,0.05,0.05,0.05,0,2,0.5
"4",4,0.06,0.09,0,0.08,1.07,3,0.33
"5",5,0,0,0,0,0,2,0.5
"6",6,0.02,0.03,0.01,0.02,0.4,3,0
"7",7,0.05,0.09,0.01,0.05,3.36,4,0
"8",8,0.1,0.2,0.01,0.05,52.88,5,0
"9",9,0.04,0.07,0.02,0.04,7.54,4,0.25
"10",10,0.04,0.1,0.01,0.02,9.91,6,0
"11",11,0.01,0.01,0.01,0.01,0,2,0.5
"12",12,0.03,0.04,0.02,0.02,1.26,3,0.67
"13",13,0.11,0.19,0.02,0.11,39.24,4,0
"14",14,0,0,0,0,0,3,0
"15",15,0.03,0.07,0.01,0.03,12.45,7,0.86
"16",16,0.03,0.03,0.03,0.03,0,2,0.5
"17",17,0.01,0.01,0.01,0.01,0,2,0.5
"18",18,0.15,0.15,0.15,0.15,0,2,0
"19",19,0.03,0.03,0.03,0.03,0,2,0
"20",20,0.02,0.02,0.01,0.01,0.09,3,1
"21",21,0.01,0.01,0.01,0.01,0,2,1
"22",22,0.01,0.01,0.01,0.01,0,2,1
