"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.23,0.23,0.23,0.23,0,2,0
"2",2,0.05,0.05,0.05,0.05,0,2,0
"3",3,0.24,0.4,0.07,0.22,147.15,4,0
"4",4,0.41,0.98,0.01,0.11,358,5,0
"5",5,0.17,0.17,0.17,0.17,0,2,0
"6",6,0.09,0.14,0.01,0.13,5.57,3,0.33
"7",7,0.12,0.17,0.03,0.15,7.04,3,0
"8",8,0.12,0.13,0.1,0.12,50.92,3,0
"9",9,0.17,0.17,0.17,0.17,0,2,0
"10",10,0,0,0,0,0,2,0
"11",11,0,0,0,0,0,2,0
"12",12,0,0,0,0,0,2,0
"13",13,0,0,0,0,0,2,0
"14",14,0,0,0,0,0,2,0
"15",15,0.18,0.65,0,0.14,1370.57,23,0.09
"16",16,0.01,0.03,0,0.01,1.17,7,0.71
"17",17,0.13,0.32,0.01,0.11,32.4,6,0
"18",18,0.06,0.06,0.06,0.06,0,2,0
"19",19,0.03,0.06,0,0.02,1.92,5,0
"20",20,0.03,0.08,0,0.03,15.35,10,0.2
"21",21,0.1,0.16,0.03,0.1,29.32,4,0
"22",22,0.22,0.38,0.02,0.24,430.38,5,0
"23",23,0.07,0.18,0,0.07,80.1,8,0.12
"24",24,0.3,0.72,0.01,0.1,34.99,5,0
"25",25,0.01,0.02,0,0.01,0.55,4,0
"26",26,0.04,0.04,0.04,0.04,0,2,0.5
"27",27,0.48,1.86,0,0.03,1413.71,8,0.12
"28",28,0.32,0.57,0.07,0.33,342.13,4,0
"29",29,0.12,0.2,0.06,0.12,59.66,4,0
"30",30,0.07,0.17,0,0.06,25.47,7,0
"31",31,0.41,1.01,0.02,0.2,513.08,8,0
"32",32,0.22,0.39,0.04,0.21,392.14,6,0
"33",33,0.01,0.01,0.01,0.01,0,2,0
"34",34,0.1,0.21,0.02,0.09,6.94,5,0
"35",35,0.15,0.15,0.15,0.15,0,2,0
"36",36,0.4,0.62,0.09,0.47,995.99,5,0
"37",37,0.18,0.19,0.15,0.18,116.13,3,0
"38",38,0.11,0.2,0.02,0.1,11.45,4,0
"39",39,0.31,0.96,0,0.24,886.66,8,0.25
"40",40,0.02,0.07,0,0.02,13.29,16,0.94
"41",41,0.13,0.22,0.07,0.12,197.58,7,0
"42",42,0.38,0.8,0.08,0.19,585.43,5,0
"43",43,0.07,0.11,0.01,0.1,0.7,3,0
"44",44,0.56,1.11,0.02,0.56,243.45,4,0
"45",45,0.1,0.1,0.1,0.1,0,2,0
"46",46,0.29,0.29,0.29,0.29,0,2,0
"47",47,0.09,0.14,0.02,0.08,73.92,6,0
"48",48,0.77,0.77,0.77,0.77,0,2,0
"49",49,0.07,0.07,0.07,0.07,0,2,0
"50",50,0.08,0.14,0.05,0.07,37.92,5,0
"51",51,0.04,0.04,0.04,0.04,0,2,0
"52",52,0.09,0.12,0.05,0.08,15.33,3,0
"53",53,0.08,0.15,0.02,0.08,20.7,4,0
"54",54,0.06,0.08,0.04,0.07,12.05,3,0
"55",55,0.1,0.15,0.05,0.1,3.19,3,0
"56",56,0.01,0.01,0.01,0.01,0,2,0
"57",57,0.06,0.06,0.06,0.06,0,2,0
"58",58,0.11,0.11,0.11,0.11,0,2,0
"59",59,0.1,0.13,0.05,0.12,27.6,3,0
"60",60,0.22,0.22,0.22,0.22,0,2,0
"61",61,0.51,0.51,0.51,0.51,0,2,0
"62",62,0.14,0.14,0.14,0.14,0,2,0
"63",63,0.19,0.59,0,0.12,451.1,8,0
"64",64,0.1,0.1,0.1,0.1,0,2,0
"65",65,0.18,0.18,0.18,0.18,0,2,0
"66",66,0.06,0.06,0.06,0.06,14.61,3,0
"67",67,0.06,0.06,0.06,0.06,0,2,0
"68",68,0.39,0.78,0,0.63,150.67,6,0.33
"69",69,0.07,0.07,0.07,0.07,0,2,0
"70",70,0.05,0.07,0.04,0.04,6.24,3,0
"71",71,0.13,0.26,0,0.13,36.84,5,0
"72",72,0.05,0.05,0.05,0.05,0,2,0
"73",73,0.1,0.12,0.07,0.11,34.88,3,0
"74",74,0.09,0.09,0.09,0.09,0,2,0
"75",75,0.04,0.08,0,0.04,30.68,20,0.8
"76",76,0.45,0.67,0.04,0.63,70.1,3,0.67
"77",77,0.37,0.66,0.05,0.49,273.53,5,0
"78",78,0.16,0.16,0.16,0.16,0,2,0
"79",79,0.12,0.18,0,0.15,53.66,4,0
"80",80,0.14,0.14,0.14,0.14,0,2,0
"81",81,1.23,1.23,1.23,1.23,0,2,0
"82",82,0.15,0.19,0.07,0.19,58.28,3,0
"83",83,0.09,0.09,0.09,0.09,0,2,0
"84",84,0.05,0.05,0.05,0.05,0,2,0
"85",85,0.08,0.12,0.01,0.11,4.84,3,0
"86",86,0.04,0.04,0.04,0.04,0,2,0
"87",87,0.04,0.04,0.04,0.04,0,2,0
"88",88,0.08,0.08,0.08,0.08,0,2,0
"89",89,0.36,4.31,0,0.06,4707.58,31,0.32
"90",90,0.07,0.07,0.07,0.07,0,2,0
"91",91,0.05,0.05,0.05,0.05,0,2,0
"92",92,0.1,0.1,0.1,0.1,0,2,0
"93",93,0.04,0.04,0.04,0.04,0,2,0
"94",94,0.09,0.12,0.03,0.11,16.27,3,0
"95",95,0,0,0,0,0,2,0
"96",96,0,0,0,0,0,2,0
"97",97,0,0,0,0,0,2,0
"98",98,0,0,0,0,0,2,0
"99",99,0,0,0,0,0,2,0
"100",100,0.11,0.11,0.11,0.11,0,2,0
"101",101,0,0,0,0,0,2,0
"102",102,0.14,0.14,0.14,0.14,0,2,0.5
"103",103,0.03,0.06,0,0.03,0.98,4,1
"104",104,0.02,0.03,0.01,0.02,1.78,4,1
"105",105,0,0,0,0,0,2,1
"106",106,0.1,0.1,0.1,0.1,0,2,1
"107",107,0.07,0.11,0.02,0.1,7.42,3,1
"108",108,1.15,1.15,1.15,1.15,0,2,1
"109",109,0.07,0.18,0,0.05,104.81,13,0.23
"110",110,0.22,0.71,0.01,0.12,383.19,9,0.22
"111",111,0.28,0.53,0.01,0.24,535.08,5,0.2
"112",112,0.2,0.28,0.14,0.17,75.2,3,0
"113",113,0.09,0.23,0.01,0.06,45.1,6,0
"114",114,0.34,0.79,0.02,0.09,233.13,5,0
"115",115,0.09,0.18,0.01,0.1,51.48,5,0
