"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.11,0.17,0.02,0.1,60.69,5,0
"2",2,0.13,0.39,0,0.06,156.96,11,0.09
"3",3,0.12,0.46,0,0.07,157.15,17,0.35
"4",4,0.07,0.2,0,0.06,164.09,49,0.39
"5",5,0.09,0.32,0,0.07,188.7,34,0.12
"6",6,0.08,0.35,0,0.07,245.88,57,0.19
"7",7,0.05,0.13,0,0.05,49.35,13,1
"8",8,0.06,0.15,0,0.05,67.82,34,0.26
"9",9,0.04,0.05,0.01,0.05,1.17,3,1
"10",10,0.05,0.13,0.01,0.05,24.46,10,0.9
"11",11,0.01,0.01,0.01,0.01,0,2,1
"12",12,0.03,0.03,0.03,0.03,0,2,1
"13",13,0.2,0.2,0.2,0.2,0,2,1
"14",14,0.02,0.04,0,0.02,1.19,4,1
"15",15,0.02,0.02,0.02,0.02,0,2,1
"16",16,0.1,0.1,0.1,0.1,0,2,0
"17",17,0.02,0.02,0.02,0.02,0,2,1
"18",18,0.05,0.05,0.05,0.05,0,2,0
