"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.04,0.09,0,0.04,38.63,13,0.62
"2",2,0.02,0.05,0,0.02,7.09,8,0.38
"3",3,0.04,0.1,0,0.03,13.05,10,1
"4",4,0.05,0.09,0.01,0.05,6.98,4,0.25
"5",5,0.04,0.06,0.01,0.04,5.88,4,0.25
"6",6,0.04,0.06,0.01,0.03,12.29,6,0.33
"7",7,0.04,0.06,0,0.05,10.64,4,0.5
"8",8,0.08,0.15,0.03,0.08,16.06,4,0
"9",9,0.02,0.02,0.02,0.02,0,2,1
"10",10,0.06,0.06,0.06,0.06,0,2,0
"11",11,0.03,0.03,0.03,0.03,0,2,0
"12",12,0.03,0.03,0.03,0.03,0,2,0
