name,grupo,sub_grupo
30DTV0877X,12,1
30DTV1138I,12,1
30DTV1771K,12,1
30DSN0006M,12,2
30DTV1337H,12,2
30EES0119G,12,2
30PES0521X,12,2
28DES0006Q,12,3
28DES0052B,12,3
28DES0077K,12,3
28DST0020B,12,3
30DES0027R,12,3
30DES0110Q,12,3
30DST0075T,12,3
30DST0109T,12,3
30DTV0827P,12,3
28DSN0002B,12,3
28PST0061G,12,3
30DTV0669Q,12,3
30DTV1116X,12,3
28DTV0268G,12,3
30DTV0755M,12,3
28DES0016X,12,4
28DES0022H,12,4
28DES0030Q,12,4
28DES0044T,12,4
28DES0048P,12,4
28DES0059V,12,4
28DES0094A,12,4
28DES0096Z,12,4
28DST0003L,12,4
28PES0121M,12,4
28PES0145W,12,4
28PST0036H,12,4
30PES0384K,12,4
28PES0068H,12,4
28PST0077H,12,4
28PES0148T,12,4
28PES0001Z,12,4
28PST0034J,12,4
28DES0031P,12,5
28DST0019M,12,5
28PES0038N,12,5
28PES0077P,12,5
28PES0101Z,12,5
28PES0108S,12,5
28PES0124J,12,5
28PES0136O,12,5
28PES0138M,12,5
28PST0004P,12,5
28PST0014W,12,5
28PST0031M,12,5
28PST0037G,12,5
28PST0039E,12,5
28PST0044Q,12,5
28PST0045P,12,5
28PST0060H,12,5
28PST0072M,12,5
30DST0053H,12,5
28PST0083S,12,5
28PES0129E,12,5
28PST0055W,12,5
28PST0080V,12,5
30ETV0056R,12,5
28DES0043U,12,6
28DES0056Y,12,6
28DES0060K,12,6
28DES0086S,12,6
28DES0093B,12,6
28DST0050W,12,6
28DST0053T,12,6
28DST0063Z,12,6
28DST0068V,12,6
28DST0088I,12,6
28PST0007M,12,6
28NST0001U,12,6
28DTV0225I,12,6
28DTV0239L,12,6
28DST0085L,12,6
28PES0153E,12,6
28DST0022Z,12,7
28DTV0056D,12,7
28DTV0081C,12,7
28DES0036K,12,8
28DES0113Z,12,8
28DST0055R,12,8
28DST0070J,12,8
28DST0082O,12,8
28DST0084M,12,8
28DST0087J,12,8
28DTV0079O,12,8
28DTV0185Y,12,8
28PES0100Z,12,8
28DTV0106V,12,8
28DTV0303W,12,8
28DTV0090K,12,8
28PST0057U,12,8
28PST0071N,12,8
28PST0051Z,12,8
28PST0079F,12,8
30DTV0967P,12,8
28DTV0036Q,12,9
28DTV0055E,12,9
28PES0096D,12,10
28PES0116A,12,10
30DST0058C,12,11
30DTV1728W,12,11
