"","group","mean_dist","max_dist","min_dist","median_dist","convex_hull","num_elem_subgroup","priv"
"1",1,0.04,0.09,0,0.04,10.36,6,0
"2",2,0.11,0.53,0,0.02,61.44,11,0
"3",3,0.04,0.09,0.01,0.04,15.4,7,0.86
"4",4,0.06,0.13,0,0.03,16.4,5,0
"5",5,0.03,0.06,0,0.03,7.01,8,0
"6",6,0,0,0,0,0,2,0
"7",7,0.11,0.18,0,0.14,122.48,6,0
"8",8,0.29,1.54,0,0.03,1159.32,13,0.15
"9",9,0.15,0.15,0.15,0.15,0,2,0
"10",10,0.02,0.02,0.02,0.02,0,2,0
"11",11,0,0,0,0,0,2,0
"12",12,0.09,0.16,0,0.1,32.58,4,0
"13",13,0.08,0.12,0,0.12,0,3,0
"14",14,0.05,0.09,0,0.07,25.61,6,0
"15",15,0.07,0.14,0,0.07,3.75,4,0
"16",16,0.06,0.12,0,0.08,28.34,5,0
"17",17,0.05,0.1,0.01,0.05,0.32,4,0
"18",18,0.08,0.14,0.05,0.08,28.67,4,0
"19",19,0.06,0.09,0.05,0.05,11,3,0
"20",20,0.01,0.03,0,0.01,1.51,5,0.6
"21",21,0.02,0.04,0,0.01,3.27,6,0.83
"22",22,0.02,0.05,0,0.02,1.09,5,1
"23",23,0.09,0.18,0.01,0.09,102.71,7,0.14
"24",24,0.02,0.02,0.02,0.02,0,2,0
"25",25,0.03,0.05,0,0.03,4.45,5,0
"26",26,0.05,0.07,0.02,0.06,4.74,3,0
"27",27,0.12,0.93,0,0.08,1886.37,55,0.45
"28",28,0.01,0.02,0.01,0.01,0.79,4,0
"29",29,0.12,0.25,0.04,0.11,39.68,5,0
"30",30,0.05,0.08,0.02,0.04,7.54,4,0.25
"31",31,0.05,0.12,0.01,0.04,28.99,13,0.15
"32",32,0.05,0.17,0,0.04,38.87,24,0.25
"33",33,0.05,0.17,0,0.03,106.51,21,0.24
"34",34,0.01,0.02,0,0.01,0.13,3,0
"35",35,0.09,0.09,0.09,0.09,0,2,0
"36",36,0.13,0.35,0.01,0.11,70.7,9,0
"37",37,0.02,0.03,0.01,0.03,0.78,3,0.33
"38",38,0.05,0.08,0.01,0.07,1.55,3,0
"39",39,0.11,0.11,0.11,0.11,0,2,0
"40",40,0.02,0.02,0.01,0.02,0.45,3,0.33
"41",41,0.01,0.01,0.01,0.01,0,2,0
"42",42,0.06,0.09,0.02,0.07,23.16,4,0
"43",43,0.17,0.32,0.03,0.16,23.61,4,0
"44",44,0,0,0,0,0,2,0
"45",45,0.4,0.6,0.02,0.59,36.65,3,0
"46",46,0.04,0.11,0.01,0.04,24.2,10,0.2
"47",47,0.05,0.12,0,0.04,71.77,40,0.38
"48",48,0.15,0.15,0.15,0.15,0,2,0
"49",49,0.02,0.03,0,0.02,1.84,6,0
"50",50,0.06,0.06,0.06,0.06,0,2,0
"51",51,0.08,0.18,0.01,0.08,27.38,6,0.17
"52",52,0.04,0.09,0,0.04,0.5,4,0.5
"53",53,0.07,0.11,0.02,0.1,2.53,3,0
"54",54,0.28,1.16,0,0.11,1282.52,11,0
"55",55,0.01,0.01,0.01,0.01,0,2,0.5
"56",56,0.02,0.03,0,0.02,0.55,3,0.33
"57",57,0.07,0.11,0.02,0.09,3.28,3,0
"58",58,0.01,0.01,0.01,0.01,0,2,0
"59",59,0.02,0.04,0,0.02,4.04,9,0.33
"60",60,0.24,0.51,0.01,0.17,203.8,5,0.2
"61",61,0.02,0.03,0.01,0.02,0.24,3,0.33
"62",62,0.04,0.13,0,0.02,5.96,8,0.38
"63",63,0.02,0.04,0,0.02,4.72,11,0.36
"64",64,0.03,0.06,0,0.03,17.77,18,0.44
"65",65,0.08,0.14,0.02,0.09,39.23,4,0
"66",66,0.01,0.02,0.01,0.01,0.36,3,0
"67",67,0.02,0.03,0.01,0.02,0.72,4,0.25
"68",68,0.02,0.02,0.02,0.02,0,2,0.5
"69",69,0.07,0.21,0.01,0.02,24.79,7,0.29
"70",70,0.02,0.03,0.01,0.02,0.86,3,0
"71",71,0.03,0.03,0.03,0.03,0,2,0
"72",72,0.06,0.08,0.03,0.06,4.09,3,0
"73",73,0.05,0.08,0.02,0.06,3.74,3,0.33
"74",74,0.03,0.05,0.01,0.03,6.49,5,0
"75",75,0.02,0.03,0.01,0.02,2.04,4,0
"76",76,0.08,0.1,0.05,0.08,19.01,3,0
"77",77,0.11,0.16,0.01,0.15,7.77,3,0
"78",78,0.01,0.01,0.01,0.01,0,2,0
"79",79,0.1,0.13,0.06,0.12,34.2,3,0.33
"80",80,0.21,0.37,0.03,0.2,378.19,5,0.6
"81",81,0.08,0.12,0.03,0.09,56.18,5,0
"82",82,0.11,0.15,0.07,0.11,29.07,3,0.33
"83",83,0.05,0.07,0.02,0.06,0.71,3,0
"84",84,0.24,0.93,0,0.02,141.65,8,0.75
"85",85,0.07,0.07,0.07,0.07,0,2,0
"86",86,0.01,0.01,0.01,0.01,0,2,0.5
"87",87,0.01,0.01,0.01,0.01,0,2,0.5
